NM_LOCAL_VOTACAO,NM_VOTAVEL,QT_VOTOS
5.Samoa até a Divisa,MARCUS VINICIUS PEREIRA,47
5.Samoa até a Divisa,MARIA DAS DORES DE OLIVEIRA,3
5.Samoa até a Divisa,MARIA DE LOURDES NASCIMENTO,1
5.Samoa até a Divisa,MARIA DO ROSARIO LISBOA GONÇALVES,72
5.Samoa até a Divisa,MARIA DOLORES CAPARROZ,8
5.Samoa até a Divisa,MARIA EUNICE OLIVEIRA DOS SANTOS,30
5.Samoa até a Divisa,MARIA PAULA PEREIRA KOUKDJIAN,510
5.Samoa até a Divisa,MARIA REGINA CORREIA,7
5.Samoa até a Divisa,MARLENE APARECIDA DE SOUZA ZERTUS,24
5.Samoa até a Divisa,MARTA DA CONCEIÇÃO DA SILVA SILVEIRA ANDRADE,13
5.Samoa até a Divisa,MAURO WILLIANS KHATAUNIAN,25
5.Samoa até a Divisa,MEIRIANE OLIVEIRA MARTINS SILVA,3
5.Samoa até a Divisa,MIRELLA KEZIA SOUZA FELIX DE LIMA,1
5.Samoa até a Divisa,MIRIAM LARUCCIA DOS SANTOS,6
5.Samoa até a Divisa,MURILO MATOS SEABRA,216
5.Samoa até a Divisa,Movimento Democrático Brasileiro,13
5.Samoa até a Divisa,ODIRLEY VASCÃO,13
5.Samoa até a Divisa,OSVALDO DE FREITAS FERREIRA,94
5.Samoa até a Divisa,PATRICIA GLEICI ALBERTO SOBOYEJO,29
5.Samoa até a Divisa,PAULO HENRIQUE MARTINS,76
5.Samoa até a Divisa,PAULO HENRIQUE VILELA,2
5.Samoa até a Divisa,PAULO SERGIO SANTOS FREITAS,1
5.Samoa até a Divisa,PEROLA CRISTIANE LEMES DE LUCENA,3
5.Samoa até a Divisa,PROGRESSISTAS,78
5.Samoa até a Divisa,Partido Comunista do Brasil,1
5.Samoa até a Divisa,Partido Democrático Trabalhista,11
5.Samoa até a Divisa,Partido Liberal,33
5.Samoa até a Divisa,Partido Novo,15
5.Samoa até a Divisa,Partido Social Democrático,6
5.Samoa até a Divisa,Partido Socialista Brasileiro,6
5.Samoa até a Divisa,Partido da Social Democracia Brasileira,5
5.Samoa até a Divisa,Partido dos Trabalhadores,24
5.Samoa até a Divisa,Podemos,9
5.Samoa até a Divisa,QUESIA CAMPOS DOS REIS,12
5.Samoa até a Divisa,RANIERIK FERNANDES DE LIMA,142
5.Samoa até a Divisa,RENATA DE LIMA SANTANA DIAS,14
5.Samoa até a Divisa,RENATO CARVALHO DONATO,210
5.Samoa até a Divisa,RENATO PORTELA ARAÚJO,161
5.Samoa até a Divisa,REPUBLICANOS,44
5.Samoa até a Divisa,RICKSON COSTA SILVA,1
5.Samoa até a Divisa,RIVANILCE DE SOUZA OLIVEIRA,11
5.Samoa até a Divisa,ROBERTA MOREIRA DE ALMEIDA,59
5.Samoa até a Divisa,RODRIGO IRLANDO RODRIGUES FURTADO,140
5.Samoa até a Divisa,RODRIGO MARCELO RODRIGUES,3
5.Samoa até a Divisa,ROSANGELA APARECIDA RIBEIRO DE MATOS,7
5.Samoa até a Divisa,ROSANGELA FÁTIMA MONTE RIBEIRO,28
5.Samoa até a Divisa,ROSEMARY DE SOUZA SILVA SANTOS,13
5.Samoa até a Divisa,SERGIO GUEDES,15
5.Samoa até a Divisa,SILVIO BAYEUX DA SILVA NETO,29
5.Samoa até a Divisa,SILVIO VIANA VIEIRA,24
5.Samoa até a Divisa,SIMONE CRISTINA DE MELO,16
5.Samoa até a Divisa,SONIA RIBEIRO DE PÁDUA,1
5.Samoa até a Divisa,Solidariedade,1
5.Samoa até a Divisa,SÉRGIO NATALINO DE FREITAS JUNIOR,4
5.Samoa até a Divisa,TATHIANE TUPINA PRETTYMAN FRAGA MOREIRA,34
5.Samoa até a Divisa,THIAGO AUGUSTO DOS SANTOS,3
5.Samoa até a Divisa,THYAGO JACOB DOS ANJOS PEREIRA,118
5.Samoa até a Divisa,UBIRACI LOUREIRO SARZEDAS,8
5.Samoa até a Divisa,União Brasil,55
5.Samoa até a Divisa,VALDOMIRO VICTONI JUNIOR,124
5.Samoa até a Divisa,VALQUIRIO SANTOS PEREIRA FILHO,41
5.Samoa até a Divisa,VALTER SILVA DE LIRA,3
5.Samoa até a Divisa,VANDERLEI ALVES CARDOSO,1
5.Samoa até a Divisa,VANDERLEI GOMES BARBOZA,12
5.Samoa até a Divisa,VANDERLEY DE OLIVEIRA AMORIM,2
5.Samoa até a Divisa,VERA LUCIA SOARES LIMA IVASCO,2
5.Samoa até a Divisa,VOTO BRANCO,249
5.Samoa até a Divisa,VOTO NULO,269
5.Samoa até a Divisa,WAGNER LACERDA FERREIRA,44
5.Samoa até a Divisa,WAGNER MARTINS DOS REIS,36
5.Samoa até a Divisa,WALTER LUIZ DA COSTA,19
5.Samoa até a Divisa,WILSON ANTÔNIO REFUNDINI JUNIOR,3
5.Samoa até a Divisa,WILSON DOS SANTOS,4
5.Samoa até a Divisa,WILTON CARNEIRO DE OLIVEIRA,36
